CustomerID,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,MonthlyTransactions,ComplaintFiled,SatisfactionScore,LoginFreqMonthly,Exited
15634703,Customer_101,523,Germany,Female,40,3,117438.65,1,0,1,92414.66,15,0,4,13,0
15634704,Customer_102,747,France,Female,48,10,103940.92,1,1,1,55096.1,10,0,4,11,0
15634705,Customer_103,533,Germany,Male,24,1,0.0,1,0,1,154442.61,7,1,1,11,0
15634706,Customer_104,810,Spain,Female,34,10,116204.11,2,1,0,96802.59,4,1,4,3,0
15634707,Customer_105,699,France,Male,36,0,0.0,1,1,0,98683.59,3,0,5,2,0
15634708,Customer_106,787,France,Male,32,7,202638.88,3,1,1,103143.55,14,0,5,12,0
15634709,Customer_107,702,Spain,Male,47,1,0.0,1,1,0,66539.79,3,0,4,3,0
15634710,Customer_108,649,France,Male,30,3,43270.57,1,1,1,103273.84,7,0,3,13,0
15634711,Customer_109,664,France,Male,31,9,13243.49,2,1,1,188536.61,15,0,4,12,0
15634712,Customer_110,566,France,Male,30,4,31612.99,2,1,1,55063.55,10,0,5,14,0
15634713,Customer_111,670,France,Male,50,1,0.0,3,0,1,102764.26,8,1,5,8,0
15634714,Customer_112,661,Spain,Female,32,9,139117.99,2,1,0,105337.36,4,1,4,2,0
15634715,Customer_113,703,Spain,Male,43,8,130096.62,1,0,1,107358.16,9,0,4,13,0
15634716,Customer_114,629,Germany,Male,59,1,48835.42,2,1,1,53245.44,6,1,2,14,1
15634717,Customer_115,566,Spain,Male,37,5,30874.55,3,1,1,35703.06,7,0,3,13,1
15634718,Customer_116,649,Spain,Male,50,6,0.0,2,1,1,148336.06,7,0,3,8,0
15634719,Customer_117,569,France,Female,56,5,0.0,2,0,1,54660.95,7,0,1,9,0
15634720,Customer_118,563,Spain,Male,49,10,158753.58,1,1,1,63888.16,12,1,3,10,0
15634721,Customer_119,529,Germany,Female,37,10,33401.43,2,1,1,150492.63,15,0,3,12,1
15634722,Customer_120,637,Spain,Male,45,3,131935.03,2,1,1,150998.52,7,0,4,9,0
15634723,Customer_121,662,Spain,Male,23,0,500.0,2,1,1,92441.58,8,0,2,15,1
15634724,Customer_122,597,France,Female,29,1,94135.83,2,1,0,60655.66,1,1,3,3,1
15634725,Customer_123,685,France,Female,31,9,18291.71,2,1,0,93918.4,2,0,5,7,0
15634726,Customer_124,641,France,Male,62,9,500.0,1,1,0,63596.69,3,0,2,3,1
15634727,Customer_125,616,France,Female,29,5,0.0,2,1,0,62926.1,1,0,3,2,0
15634728,Customer_126,753,Spain,Male,28,7,66353.63,2,1,1,55207.43,11,0,2,7,0
15634729,Customer_127,590,Spain,Female,26,2,0.0,1,1,1,103216.02,9,0,4,15,1
15634730,Customer_128,618,France,Female,44,6,121670.5,2,1,1,36572.73,7,0,4,8,0
15634731,Customer_129,679,Germany,Female,39,8,169491.75,2,1,1,28957.38,8,0,1,13,0
15634732,Customer_130,721,France,Female,49,3,31983.81,1,1,1,34063.41,10,0,3,13,0
15634733,Customer_131,549,France,Male,45,10,90035.06,2,1,1,33158.66,9,0,5,15,0
15634734,Customer_132,661,France,Female,22,6,150395.91,2,0,1,31328.77,11,0,4,7,0
15634735,Customer_133,643,France,Male,29,6,162761.26,1,1,0,97636.53,1,0,4,2,0
15634736,Customer_134,716,Spain,Male,53,9,0.0,2,1,1,49917.16,8,0,4,15,0
15634737,Customer_135,590,France,Male,35,8,148414.96,2,0,1,25987.96,10,0,4,14,0
15634738,Customer_136,652,Germany,Male,51,2,84797.82,1,1,1,27582.95,6,0,3,10,0
15634739,Customer_137,806,Germany,Female,36,10,69872.63,2,1,1,96878.2,3,0,3,6,0
15634740,Customer_138,610,France,Female,27,0,12821.14,1,0,0,107993.21,4,0,3,3,1
15634741,Customer_139,757,Spain,Female,34,7,0.0,2,0,0,199999.0,0,0,4,5,0
15634742,Customer_140,616,Spain,Male,27,3,0.0,1,0,0,102590.11,2,0,2,2,1
15634743,Customer_141,638,France,Male,31,1,500.0,1,1,1,30248.58,7,1,3,11,1
15634744,Customer_142,613,France,Female,40,4,150332.12,1,0,1,101537.6,6,0,5,8,0
15634745,Customer_143,552,France,Male,43,3,0.0,1,1,0,93541.44,3,0,3,2,1
15634746,Customer_144,553,France,Female,20,0,166533.45,1,1,0,55734.77,2,0,4,4,0
15634747,Customer_145,712,France,Female,37,6,0.0,2,1,1,103989.29,8,0,2,10,0
15634748,Customer_146,601,Germany,Female,31,3,0.0,1,1,1,149914.23,10,0,4,12,0
15634749,Customer_147,580,Germany,Male,30,7,0.0,1,1,0,28987.54,1,0,4,5,0
15634750,Customer_148,585,France,Female,39,8,21065.15,1,1,1,58524.11,10,1,3,17,0
15634751,Customer_149,495,France,Male,31,7,70253.9,1,0,1,33298.83,7,0,3,10,0
15634752,Customer_150,589,Spain,Female,53,0,0.0,1,0,1,106055.93,6,1,4,7,0
15634753,Customer_151,630,France,Male,51,7,0.0,1,1,0,101627.75,2,0,4,3,0
15634754,Customer_152,557,France,Male,51,4,103256.56,2,0,1,34465.52,3,0,3,14,0
15634755,Customer_153,679,France,Male,32,0,16447.58,2,1,1,24877.72,11,0,2,7,0
15634756,Customer_154,635,Spain,Female,27,8,500.0,2,1,1,151571.1,6,0,5,17,0
15634757,Customer_155,580,France,Male,38,8,0.0,2,0,1,103324.39,9,1,5,11,1
15634758,Customer_156,666,Germany,Male,36,6,172469.19,2,1,0,96535.47,5,1,2,1,0
15634759,Customer_157,649,Spain,Male,31,6,113086.15,2,1,0,101588.28,2,1,2,1,1
15634760,Customer_158,719,France,Female,25,10,500.0,1,1,1,31448.16,9,0,4,10,0
15634761,Customer_159,523,Germany,Female,37,0,0.0,2,1,1,54258.86,8,0,4,13,0
15634762,Customer_160,797,France,Female,33,8,0.0,1,1,1,99274.34,7,1,4,13,0
15634763,Customer_161,626,Germany,Female,45,0,80343.49,4,1,1,53156.43,10,0,3,12,0
15634764,Customer_162,727,Germany,Male,45,6,3056.0,1,1,1,54436.62,7,0,5,14,0
15634765,Customer_163,542,Germany,Male,50,8,0.0,1,1,1,58611.37,10,1,2,5,1
15634766,Customer_164,649,France,Female,24,8,56449.36,2,0,0,59660.53,0,1,2,2,0
15634767,Customer_165,613,Spain,Male,42,4,118320.99,1,0,1,104319.63,10,0,4,11,0
15634768,Customer_166,690,France,Male,29,5,117206.83,1,0,1,199231.72,8,0,2,11,0
15634769,Customer_167,789,France,Male,24,1,0.0,1,1,1,154517.02,10,0,5,14,0
15634770,Customer_168,655,France,Male,33,1,0.0,2,1,0,100551.01,2,0,4,1,0
15634771,Customer_169,599,Germany,Male,49,9,168429.54,1,0,0,97063.71,1,0,2,4,0
15634772,Customer_170,654,Germany,Male,33,8,193592.03,2,1,0,56678.53,1,0,5,3,0
15634773,Customer_171,437,France,Male,55,0,0.0,2,0,0,58617.62,4,0,3,6,0
15634774,Customer_172,609,Germany,Male,44,9,500.0,1,1,1,99654.83,4,0,3,9,0
15634775,Customer_173,451,France,Male,33,4,164442.13,2,1,0,27569.08,1,0,5,4,0
15634776,Customer_174,742,Germany,Male,50,6,63756.57,2,1,0,147821.03,4,0,2,3,0
15634777,Customer_175,728,France,Male,42,9,0.0,3,1,0,29289.92,2,1,2,1,1
15634778,Customer_176,708,Germany,Female,27,5,1790.13,1,1,1,29883.84,2,0,2,9,1
15634779,Customer_177,571,France,Male,58,5,130705.78,2,1,1,26414.47,2,0,2,14,0
15634780,Customer_178,521,Spain,Female,40,5,55913.26,2,1,1,25379.87,5,0,3,11,0
15634781,Customer_179,740,France,Female,38,7,125694.34,2,0,0,28055.47,4,1,1,5,0
15634782,Customer_180,850,France,Female,28,6,53675.35,1,1,1,24100.65,8,0,2,11,0
15634783,Customer_181,710,France,Male,50,4,500.0,1,1,0,62910.03,1,0,4,2,0
15634784,Customer_182,795,Spain,Male,43,9,59632.06,1,1,1,105730.03,11,0,4,14,0
15634785,Customer_183,668,Spain,Male,44,1,500.0,1,1,0,93671.04,1,1,5,3,0
15634786,Customer_184,622,France,Female,32,9,68438.63,1,1,0,28797.42,4,1,1,3,1
15634787,Customer_185,813,Germany,Male,47,5,23577.56,2,1,0,96519.78,3,0,5,2,0
15634788,Customer_186,644,Spain,Female,48,9,20873.79,1,0,1,60397.28,1,0,5,13,0
15634789,Customer_187,744,Germany,Female,30,4,0.0,2,1,0,58222.87,0,0,1,2,0
15634790,Customer_188,636,Germany,Male,22,3,0.0,1,1,0,65601.21,0,0,1,3,1
15634791,Customer_189,621,France,Male,44,9,500.0,1,1,0,62625.83,4,0,4,3,0
15634792,Customer_190,630,France,Female,20,10,0.0,1,1,1,27816.47,7,1,3,9,0
15634793,Customer_191,690,Spain,Male,39,4,149833.08,2,1,0,28845.05,4,0,1,1,1
15634794,Customer_192,610,Spain,Male,33,8,0.0,2,1,0,23052.17,3,0,5,4,0
15634795,Customer_193,849,Germany,Female,51,1,103929.56,2,1,0,150205.85,2,0,4,2,0
15634796,Customer_194,678,France,Male,33,5,26504.99,1,1,1,103343.12,5,0,5,13,0
15634797,Customer_195,633,France,Female,50,10,84558.15,1,1,0,95799.5,1,0,2,2,1
15634798,Customer_196,585,Germany,Female,32,8,105710.23,2,1,1,93501.11,11,0,4,7,0
15634799,Customer_197,705,Spain,Female,48,9,188853.16,1,1,0,65145.24,1,1,5,3,0
15634800,Customer_198,433,Spain,Male,60,4,17443.84,1,0,1,101104.13,7,0,3,8,0
15634801,Customer_199,631,Spain,Male,26,10,0.0,1,0,0,30746.85,3,0,5,4,0
15634802,Customer_200,725,Germany,Male,41,5,75825.15,2,1,1,100950.32,9,0,4,15,0
15634803,Customer_201,540,France,Male,68,9,0.0,2,1,1,54192.53,8,0,5,11,0
15634804,Customer_202,687,France,Male,38,3,57201.59,1,1,0,198812.79,2,0,5,4,0
15634805,Customer_203,697,Spain,Male,38,4,0.0,1,1,1,199999.0,5,0,5,7,0
15634806,Customer_204,622,Germany,Male,46,7,0.0,1,0,1,25657.74,9,0,4,10,0
15634807,Customer_205,663,France,Male,38,0,86053.13,1,1,0,27175.01,0,0,5,2,0
15634808,Customer_206,642,France,Female,19,0,88417.9,2,1,0,34746.56,3,1,3,1,1
15634809,Customer_207,561,Germany,Male,50,9,68494.75,2,1,0,65485.26,2,0,3,4,0
15634810,Customer_208,814,France,Male,18,3,25501.1,1,1,0,94248.43,1,0,4,5,0
15634811,Customer_209,690,France,Female,33,9,151507.03,2,1,1,150336.68,4,0,4,6,0
15634812,Customer_210,639,Germany,Female,51,2,0.0,2,1,1,66545.82,8,0,2,12,1
15634813,Customer_211,646,Germany,Male,34,4,95584.09,1,1,1,149723.58,9,0,3,11,0
15634814,Customer_212,735,Germany,Male,30,10,142299.51,1,1,1,148607.41,6,0,3,8,0
15634815,Customer_213,479,France,Female,47,9,48598.09,1,1,1,99888.88,7,1,1,14,0
15634816,Customer_214,633,Germany,Female,28,7,177460.4,1,0,1,66693.69,6,1,4,10,0
15634817,Customer_215,529,France,Female,24,0,53913.78,2,1,0,100185.89,0,0,2,4,1
15634818,Customer_216,722,France,Female,41,4,141019.99,1,1,1,93245.34,6,0,3,6,0
15634819,Customer_217,722,Germany,Male,35,4,6942.27,2,0,1,61575.27,10,0,5,11,0
15634820,Customer_218,620,Germany,Female,24,1,0.0,2,1,0,106961.55,2,0,4,3,0
15634821,Customer_219,694,Spain,Male,45,4,0.0,1,1,1,146202.02,9,0,1,14,0
15634822,Customer_220,689,Germany,Female,43,7,0.0,1,1,1,94248.51,6,0,1,10,0
15634823,Customer_221,808,Germany,Female,34,9,168371.51,2,0,0,28574.79,2,0,2,1,0
15634824,Customer_222,704,France,Female,34,6,48941.78,2,0,0,63101.54,2,1,5,0,0
15634825,Customer_223,541,France,Male,43,1,113066.08,2,1,0,55644.36,1,0,3,1,0
15634826,Customer_224,580,France,Male,51,5,0.0,1,1,0,149405.46,6,1,4,2,1
15634827,Customer_225,661,France,Female,34,9,115104.04,1,0,1,101112.29,9,0,4,10,0
15634828,Customer_226,454,Spain,Female,45,10,71028.99,2,1,1,63786.56,7,0,3,11,0
15634829,Customer_227,761,France,Female,44,10,1048.95,2,1,0,48416.87,0,0,4,4,0
15634830,Customer_228,684,Spain,Male,47,0,83465.57,1,0,1,99444.41,16,0,5,11,0
15634831,Customer_229,492,Germany,Male,38,9,168769.78,2,1,1,29640.71,9,0,5,10,0
15634832,Customer_230,646,Spain,Male,27,9,73289.68,1,0,0,145498.05,2,0,5,2,0
15634833,Customer_231,850,Germany,Male,32,2,99186.78,1,1,1,105129.81,7,1,1,9,1
15634834,Customer_232,600,Germany,Female,41,10,84924.0,1,1,1,67766.82,6,0,4,7,0
15634835,Customer_233,510,France,Male,58,10,77320.2,2,0,0,61358.02,5,0,4,6,0
15634836,Customer_234,597,France,Female,32,5,21068.07,1,1,1,150159.97,8,0,5,15,0
15634837,Customer_235,484,Germany,Female,46,8,105073.91,1,0,0,25142.92,0,0,5,5,0
15634838,Customer_236,676,France,Female,34,0,22906.39,2,1,0,57808.45,0,1,4,3,0
15634839,Customer_237,550,France,Male,39,5,191774.13,2,1,1,65220.05,10,0,4,19,0
15634840,Customer_238,712,Germany,Female,54,1,15792.97,1,0,0,103536.02,1,0,4,2,0
15634841,Customer_239,673,France,Male,46,8,159889.17,1,1,1,60251.3,4,1,4,16,0
15634842,Customer_240,586,Spain,Female,24,1,500.0,1,0,0,26781.82,1,0,2,1,0
15634843,Customer_241,508,Spain,Male,31,2,0.0,2,1,1,67223.77,11,0,4,13,0
15634844,Customer_242,679,Spain,Male,51,1,0.0,1,1,1,97778.16,8,0,3,11,0
15634845,Customer_243,657,France,Male,39,10,24216.79,1,0,0,26532.76,3,1,2,0,1
15634846,Customer_244,502,France,Male,25,3,0.0,1,0,0,23815.04,3,1,3,4,1
15634847,Customer_245,573,Spain,Female,28,3,116254.74,2,0,0,100987.36,1,0,4,0,0
15634848,Customer_246,500,France,Male,45,9,0.0,2,0,0,106792.61,3,0,3,2,0
15634849,Customer_247,562,Spain,Female,48,0,88113.76,1,1,1,23626.93,4,0,2,14,0
15634850,Customer_248,626,Spain,Female,38,7,95868.01,1,1,1,154190.87,12,0,4,10,0
15634851,Customer_249,587,Spain,Male,65,4,92813.94,1,0,1,54442.52,4,0,5,11,0
15634852,Customer_250,529,France,Female,47,7,64537.55,1,1,1,62423.95,7,0,3,10,1
15634853,Customer_251,682,France,Male,35,5,21077.19,2,1,1,144767.11,9,0,4,19,0
15634854,Customer_252,699,Spain,Male,29,1,161557.32,2,0,0,24758.03,2,0,3,5,0
15634855,Customer_253,720,France,Male,27,6,90657.61,2,0,1,59540.79,6,0,4,17,0
15634856,Customer_254,807,France,Female,41,9,2418.21,2,0,1,148504.6,10,1,5,15,0
15634857,Customer_255,688,Germany,Male,32,8,187765.34,2,1,0,91323.69,0,1,1,0,1
15634858,Customer_256,552,Spain,Female,56,6,500.0,1,1,0,96237.55,4,0,2,2,0
15634859,Customer_257,590,Germany,Male,54,10,0.0,3,1,1,51425.39,4,1,3,16,1
15634860,Customer_258,683,Germany,Female,44,4,95317.95,1,1,0,101556.74,0,0,4,6,0
15634861,Customer_259,686,France,Male,25,3,51919.62,2,1,1,150768.02,10,1,4,20,0
15634862,Customer_260,564,Germany,Female,30,10,87826.54,1,1,0,199082.68,2,0,3,3,0
15634863,Customer_261,733,Spain,Female,51,7,0.0,1,1,0,66853.75,2,0,4,6,0
15634864,Customer_262,537,France,Female,31,5,60004.72,1,1,0,32317.86,3,0,1,4,1
15634865,Customer_263,502,Germany,Female,50,4,5704.05,1,0,1,63765.22,8,0,4,6,0
15634866,Customer_264,704,Spain,Female,43,6,0.0,2,1,0,51140.11,1,1,2,4,1
15634867,Customer_265,583,Germany,Male,38,10,15922.01,2,1,0,57405.42,3,0,4,4,0
15634868,Customer_266,597,Germany,Male,30,2,0.0,1,1,0,51664.5,3,0,5,2,0
15634869,Customer_267,590,Germany,Male,36,8,0.0,1,0,1,94764.93,7,0,2,12,0
15634870,Customer_268,663,France,Male,40,3,115506.0,1,1,0,190450.41,2,0,2,3,0
15634871,Customer_269,613,France,Male,49,3,66957.21,1,1,0,17258.44,3,0,2,4,1
15634872,Customer_270,647,Spain,Male,28,7,11952.3,1,0,0,109206.53,1,0,5,9,0
15634873,Customer_271,724,Spain,Male,35,5,0.0,1,0,0,199999.0,3,1,1,3,1
15634874,Customer_272,600,Spain,Female,38,10,0.0,1,1,1,57650.11,14,0,4,6,0
15634875,Customer_273,693,Spain,Male,45,0,158779.32,2,1,0,97155.99,2,0,4,1,0
15634876,Customer_274,795,Germany,Female,28,1,58748.83,2,0,1,21530.25,8,0,3,15,0
15634877,Customer_275,541,Germany,Male,23,8,0.0,1,0,1,98437.59,7,0,3,12,0
15634878,Customer_276,774,Spain,Female,45,5,0.0,4,1,0,59538.79,1,0,5,4,0
15634879,Customer_277,558,Germany,Female,21,6,136835.24,1,0,0,107241.57,2,0,5,3,0
15634880,Customer_278,575,Germany,Male,52,10,0.0,2,0,0,112106.13,3,0,1,2,1
15634881,Customer_279,502,Spain,Male,36,8,0.0,2,1,0,37040.64,0,0,3,2,0
15634882,Customer_280,594,Spain,Male,20,2,0.0,1,0,0,34720.08,4,1,1,2,1
15634883,Customer_281,683,France,Male,32,4,0.0,1,1,1,155175.57,9,1,2,16,0
15634884,Customer_282,716,France,Female,42,4,500.0,2,1,1,97312.74,7,0,4,7,0
15634885,Customer_283,739,France,Female,32,9,48067.79,1,0,1,31203.14,6,0,5,14,0
15634886,Customer_284,447,Germany,Male,38,6,211608.43,1,0,0,63873.99,1,0,1,5,0
15634887,Customer_285,486,France,Male,46,1,0.0,3,0,1,103351.17,9,0,4,21,1
15634888,Customer_286,675,France,Male,35,3,137818.79,1,1,1,104860.72,7,0,4,6,0
15634889,Customer_287,698,Germany,Male,27,10,0.0,1,1,1,151962.89,9,0,2,4,0
15634890,Customer_288,743,France,Female,34,3,53425.34,2,1,1,57530.98,8,0,4,10,0
